PP,Blok,Condition,timestamp,Squality,Sneutral,Shappy,Ssad,Sangry,Ssurprised,Sscared,Sdisgusted,Svalence,SyHeadOrientation,SxHeadOrientation,SzHeadOrientation,SmouthOpen,SleftEyeClosed,SrightEyeClosed,SleftEyebrowLowered,SleftEyebrowRaised,SrightEyebrowLowered,SrightEyebrowRaised,SgazeDirectionForward,SgazeDirectionLeft,SgazeDirectionRight,SAu01_InnerBrowRaiser,SAu02_OuterBrowRaiser,SAu04_BrowLowerer,SAu05_UpperLidRaiser,SAu06_CheekRaiser,SAu07_LidTightener,SAu09_NoseWrinkler,SAu10_UpperLipRaiser,SAu12_LipCornerPuller,SAu14_Dimpler,SAu15_LipCornerDepressor,SAu17_ChinRaiser,SAu20_LipStretcher,SAu23_LipTightener,SAu24_LipPressor,SAu25_LipsPart,SAu26_JawDrop,SAu27_MouthStretch,SAu43_EyesClosed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP11,2,T,20121009T105500000,0,918388,0,318454,0,327,0,110064,0,190,0,226025,0,10423,0,4610,0,109740,1,634702,-4,353159,-3,242417,0,366667,0,66667,0,0,0,88889,0,211111,0,266667,0,11111,0,455556,0,277778,0,133333,1,77778,0,655556,0,566667,2,111111,0,0,0,0,0,0,0,0,0,0,0,0,2,366667,2,700000,0,66667,0,0,0,0,0,811111,0,88889,0,0,0,33333,,
PP11,2,T,20121009T105600000,0,885137,0,364389,0,37098,0,76566,0,2171,0,330242,0,21654,0,2564,0,39686,3,366166,-1,274027,-2,572629,0,285714,0,238095,0,35714,0,83333,0,130952,0,452381,0,47619,0,297619,0,238095,0,202381,0,785714,1,345238,0,369048,1,392857,0,0,0,0,0,35714,0,0,0,0,0,107143,1,214286,0,952381,0,238095,0,11905,0,0,0,607143,0,0,0,0,0,250000,,
PP11,2,T,20121009T105700000,0,898905,0,537488,0,6286,0,51702,0,1459,0,287854,0,4121,0,7525,0,49876,2,86324,0,233857,-2,557937,0,453488,0,151163,0,23256,0,93023,0,58140,0,302326,0,0,0,441860,0,186047,0,209302,0,453488,0,581395,0,197674,1,511628,0,0,0,0,0,162791,0,0,0,0,0,23256,0,779070,1,581395,0,11628,0,0,0,0,1,313953,0,0,0,0,0,58140,,
PP11,2,T,20121009T105800000,0,875984,0,498340,0,22480,0,100146,0,3116,0,115040,0,2452,0,3154,0,78441,1,211824,3,537957,-1,675835,0,111111,0,236111,0,83333,0,111111,0,69444,0,416667,0,0,0,444444,0,138889,0,55556,0,347222,0,736111,0,583333,0,777778,0,0,0,0,0,208333,0,0,0,0,0,375000,1,555556,1,527778,0,236111,0,41667,0,0,0,180556,0,0,0,0,0,41667,,
PP11,2,T,20121009T105900000,0,928460,0,550288,0,1932,0,76465,0,516,0,217862,0,5303,0,4333,0,75141,0,379330,-9,954148,-2,384463,0,360294,0,51471,0,0,0,51471,0,58824,0,272059,0,80882,0,272059,0,573529,0,102941,0,257353,0,735294,0,529412,1,139706,0,0,0,0,0,29412,0,0,0,7353,0,0,1,838235,1,500000,0,117647,0,7353,0,0,0,772059,0,0,0,0,0,36765,,
PP11,2,T,20121009T110000000,0,930389,0,477289,0,5296,0,68126,0,8175,0,249559,0,5433,0,2896,0,62979,-1,866694,-6,652847,-4,798622,0,277778,0,92593,0,18519,0,30864,0,283951,0,185185,0,259259,0,407407,0,462963,0,55556,1,104938,0,351852,0,543210,1,172840,0,55556,0,0,0,12346,0,0,0,0,0,18519,1,524691,0,740741,0,80247,0,117284,0,0,0,641975,0,104938,0,0,0,129630,,
PP11,2,T,20121009T110100000,0,874941,0,604392,0,73819,0,94829,0,10875,0,51132,0,2969,0,46970,0,52335,0,885653,12,990960,-1,636298,0,273684,0,178947,0,73684,0,52632,0,21053,0,263158,0,10526,0,200000,0,94737,0,273684,0,168421,0,347368,0,863158,0,357895,0,189474,0,0,0,94737,0,10526,0,0,0,336842,0,410526,1,42105,0,52632,0,0,0,0,0,726316,0,0,0,0,0,63158,,
PP11,2,T,20121009T110200000,0,749876,0,528992,0,85587,0,42885,0,2375,0,6230,0,1448,0,133133,0,67692,-1,610528,10,980732,0,722163,0,466667,0,733333,0,200000,0,333333,0,66667,0,333333,0,66667,0,66667,0,66667,0,266667,0,0,0,0,1,866667,0,0,0,66667,0,133333,0,400000,0,333333,0,0,0,466667,0,66667,1,200000,0,66667,0,133333,0,0,1,533333,0,66667,0,133333,0,533333,,
PP11,2,T,20121009T110300000,0,744293,0,242226,0,221689,0,46111,0,316,0,83369,0,1499,0,271495,0,49806,-4,908315,0,5863,0,684910,0,944444,0,500000,0,611111,0,333333,0,0,0,333333,0,0,0,333333,0,111111,0,166667,0,0,0,111111,1,55556,0,55556,1,0,0,0,0,55556,0,0,0,0,0,0,0,0,1,777778,0,0,0,0,0,0,3,666667,0,388889,0,0,0,0,,
PP11,2,T,20121009T110400000,0,860472,0,135053,0,12812,0,147740,0,233,0,63481,0,27720,0,49397,0,175173,0,761224,-5,765157,0,934101,0,550000,0,300000,0,0,0,150000,0,0,0,800000,0,0,0,550000,0,150000,0,100000,1,250000,0,200000,2,300000,2,450000,0,0,0,0,0,0,0,0,0,0,0,0,2,150000,1,550000,0,0,0,0,0,0,1,400000,0,600000,0,0,0,0,,
PP11,2,T,20121009T110500000,0,888185,0,693582,0,54391,0,75329,0,2508,0,123292,0,3346,0,1176,0,21009,1,845105,13,551765,-2,367747,0,11236,0,146067,0,146067,0,0,0,348315,0,56180,0,11236,0,348315,0,33708,0,224719,0,685393,0,247191,0,146067,0,595506,0,0,0,0,0,101124,0,0,0,0,0,786517,0,44944,0,359551,0,44944,0,0,0,11236,0,11236,0,0,0,0,0,33708,,
PP11,2,T,20121009T110600000,0,920758,0,541330,0,9008,0,67194,0,963,0,178026,0,6536,0,8537,0,60530,1,962712,5,648208,-2,844310,0,371622,0,162162,0,0,0,0,0,500000,0,141892,0,101351,0,466216,0,175676,0,135135,1,324324,1,614865,0,391892,0,358108,0,0,0,6757,0,94595,0,6757,0,0,0,128378,0,966216,1,27027,0,202703,0,40541,0,0,0,777027,0,33784,0,0,0,6757,,
PP11,2,T,20121009T110700000,0,911629,0,650637,0,13418,0,106415,0,1992,0,41221,0,860,0,13522,0,96464,-2,483086,4,760741,0,562524,0,250000,0,46875,0,0,0,0,0,390625,0,15625,0,15625,0,234375,0,343750,0,78125,0,906250,1,750000,0,46875,0,15625,0,0,0,46875,0,171875,0,0,0,0,0,46875,0,390625,0,781250,0,546875,0,15625,0,0,0,578125,0,0,0,0,0,15625,,
PP11,2,T,20121009T110800000,0,868942,0,807731,0,619,0,95537,0,6931,0,85181,0,478,0,4230,0,96795,6,321623,-6,459686,-2,618029,0,0,0,133333,0,33333,0,433333,0,100000,0,366667,0,0,0,533333,0,66667,0,33333,0,0,0,400000,1,33333,1,266667,0,0,0,0,0,0,0,0,0,0,0,0,0,66667,0,666667,0,0,0,0,0,0,0,0,0,0,0,0,0,66667,,
PP11,3,R,20121009T112700000,0,949916,0,882124,0,2999,0,33494,0,4558,0,11620,0,284,0,532,0,30494,-18,376641,-1,385042,-2,969778,0,4608,0,0,0,4608,0,207373,0,9217,0,36866,0,405530,0,972350,0,0,0,0,0,0,0,0,0,18433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419355,0,244240,0,13825,0,0,0,18433,0,0,0,0,0,0,,
PP11,3,R,20121009T112800000,0,946680,0,824375,0,2859,0,42128,0,10147,0,19452,0,219,0,2955,0,40621,-13,792194,7,49392,-10,675580,0,163180,0,0,0,46025,0,58577,0,0,0,54393,0,0,0,476987,0,0,0,506276,0,0,0,0,0,41841,0,8368,0,0,0,4184,0,0,0,0,0,0,0,37657,0,33473,0,887029,0,96234,0,0,0,0,0,414226,0,33473,0,0,0,4184,,
PP11,3,R,20121009T112900000,0,934394,0,807068,0,15177,0,93522,0,6627,0,20090,0,507,0,4128,0,80858,-13,140750,8,426511,-10,633533,0,120603,0,30151,0,95477,0,110553,0,0,0,130653,0,0,0,311558,0,0,0,597990,0,0,0,25126,0,100503,0,0,0,0,0,20101,0,110553,0,20101,0,0,0,20101,0,20101,0,643216,0,25126,0,0,0,0,0,185930,0,10050,0,70352,0,85427,,
PP11,3,R,20121009T113000000,0,934127,0,675731,0,5816,0,162061,0,4445,0,54412,0,1928,0,15060,0,161944,-11,892231,10,495026,-9,570545,0,270270,0,54054,0,337838,0,412162,0,0,0,405405,0,6757,0,317568,0,6757,0,567568,0,0,0,114865,0,283784,0,114865,0,27027,0,0,0,405405,0,54054,0,0,0,40541,0,148649,1,20270,0,40541,0,0,0,0,0,817568,0,60811,0,87838,0,27027,,
PP11,3,R,20121009T113100000,0,947571,0,815628,0,1274,0,84701,0,5060,0,19146,0,864,0,716,0,83651,-13,580588,-2,633585,-8,36461,0,54545,0,0,0,0,0,468182,0,0,0,381818,0,0,0,945455,0,18182,0,4545,0,0,0,0,0,272727,0,4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718182,0,86364,0,0,0,0,0,190909,0,4545,0,0,0,0,,
PP11,3,R,20121009T113200000,0,942205,0,804088,0,1507,0,91163,0,10019,0,28834,0,723,0,1464,0,91250,-14,281757,0,7194,-7,581189,0,148718,0,15385,0,56410,0,769231,0,0,0,276923,0,0,0,882051,0,0,0,30769,0,0,0,10256,0,256410,0,5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605128,0,46154,0,5128,0,0,0,235897,0,0,0,0,0,41026,,
PP11,3,I,20121009T113500000,0,943539,0,397281,0,129,0,84498,0,414,0,101316,0,10471,0,4252,0,84421,-2,428946,-6,838016,-5,130945,0,256522,0,26087,0,0,0,491304,0,0,0,126087,0,43478,0,660870,0,282609,0,26087,0,56522,0,34783,0,447826,2,426087,0,0,0,0,0,0,0,0,0,0,0,8696,2,291304,2,721739,0,160870,0,69565,0,0,0,382609,0,8696,0,0,0,0,,
PP11,3,I,20121009T113600000,0,892489,0,451650,0,1627,0,45842,0,1785,0,61282,0,7616,0,4689,0,44327,-7,401138,-8,533401,-7,183760,0,174468,0,0,0,4255,0,868085,0,0,0,353191,0,34043,0,923404,0,72340,0,0,0,8511,0,4255,1,451064,2,804255,0,0,0,0,0,217021,0,12766,0,0,0,59574,1,506383,3,25532,0,59574,0,12766,0,12766,0,340426,0,4255,0,25532,0,0,,
PP11,3,I,20121009T113700000,0,950319,0,452491,0,328,0,32725,0,800,0,172301,0,9939,0,1604,0,32446,-6,593357,-9,48702,-5,352075,0,79832,0,33613,0,4202,0,546218,0,0,0,214286,0,33613,0,680672,0,294118,0,4202,0,0,0,0,0,147059,2,579832,0,0,0,0,0,0,0,0,0,0,0,0,2,29412,1,785714,0,147059,0,79832,0,0,0,130252,0,0,0,0,0,4202,,
PP11,3,I,20121009T113800000,0,954596,0,379437,0,147,0,43264,0,2120,0,249010,0,23522,0,1861,0,43118,0,205998,-7,666171,-6,766821,0,181373,0,14706,0,0,0,519608,0,0,0,196078,0,0,0,808824,0,166667,0,9804,0,9804,0,78431,0,352941,3,49020,0,0,0,0,0,0,0,0,0,0,0,0,1,818627,1,338235,0,235294,0,0,0,0,0,294118,0,9804,0,0,0,4902,,
PP11,3,I,20121009T113900000,0,953899,0,397354,0,106,0,32359,0,280,0,171359,0,23465,0,2617,0,32324,0,289434,-5,845006,-6,959529,0,297778,0,8889,0,0,0,320000,0,0,0,231111,0,17778,0,857778,0,124444,0,4444,0,0,0,0,0,120000,2,977778,0,0,0,0,0,0,0,0,0,0,0,0,1,964444,1,720000,0,71111,0,0,0,0,0,422222,0,17778,0,0,0,0,,
PP11,3,I,20121009T114000000,0,934879,0,465779,0,156,0,73893,0,722,0,158685,0,2340,0,5260,0,73951,0,634217,-8,525614,-5,569047,0,350877,0,5848,0,35088,0,432749,0,0,0,304094,0,11696,0,532164,0,350877,0,17544,0,192982,0,461988,0,532164,0,935673,0,0,0,0,0,5848,0,0,0,0,0,0,2,391813,1,625731,0,543860,0,116959,0,0,0,748538,0,128655,0,0,0,0,,
PP11,3,I,20121009T114100000,0,939327,0,653445,0,1192,0,29348,0,829,0,148913,0,7364,0,2402,0,28261,-4,561088,-9,359455,-6,64120,0,198238,0,4405,0,13216,0,202643,0,8811,0,207048,0,8811,0,665198,0,286344,0,8811,0,8811,0,101322,0,57269,1,845815,0,0,0,0,0,0,0,0,0,0,0,13216,1,277533,0,704846,0,44053,0,616740,0,140969,0,392070,0,0,0,0,0,0,,
PP11,3,I,20121009T114200000,0,944119,0,582053,0,1224,0,38139,0,1815,0,116997,0,3369,0,3835,0,37494,-2,509679,-6,8065,-5,857187,0,622642,0,23585,0,33019,0,443396,0,0,0,235849,0,14151,0,622642,0,283019,0,37736,0,18868,0,51887,0,254717,1,283019,0,0,0,0,0,18868,0,0,0,0,0,23585,1,518868,2,589623,0,18868,0,0,0,0,1,377358,0,51887,0,0,0,14151,,
PP11,3,I,20121009T114300000,0,951639,0,449818,0,216,0,71527,0,600,0,140330,0,14727,0,2555,0,71311,0,600809,-9,309077,-6,273757,0,126697,0,9050,0,0,0,321267,0,0,0,457014,0,22624,0,574661,0,402715,0,0,0,36199,0,0,0,371041,2,384615,0,0,0,0,0,0,0,0,0,0,0,0,1,977376,1,769231,0,9050,0,0,0,0,0,158371,0,4525,0,0,0,0,,
PP11,3,I,20121009T114400000,0,944675,0,505900,0,711,0,60644,0,517,0,189468,0,6771,0,2562,0,60015,0,624671,-6,732970,-5,112340,0,378855,0,30837,0,0,0,273128,0,0,0,277533,0,13216,0,484581,0,414097,0,44053,0,4405,0,96916,0,215859,1,722467,0,0,0,0,0,0,0,0,0,0,0,13216,2,0,1,590308,0,0,0,0,0,0,0,757709,0,26432,0,0,0,0,,
PP11,3,I,20121009T114500000,0,936026,0,533763,0,527,0,58356,0,1228,0,92333,0,2167,0,3336,0,57830,-3,381062,-11,633737,-4,473928,0,52632,0,0,0,26316,0,228070,0,92105,0,359649,0,87719,0,368421,0,596491,0,13158,0,87719,0,17544,0,385965,1,399123,0,0,0,0,0,0,0,0,0,0,0,0,2,298246,1,697368,0,4386,0,48246,0,0,0,61404,0,0,0,0,0,21930,,
PP11,3,I,20121009T114600000,0,957210,0,579713,0,186,0,29230,0,327,0,173444,0,9691,0,1969,0,29078,-2,927296,-7,875971,-7,184223,0,182979,0,0,0,12766,0,208511,0,0,0,434043,0,17021,0,748936,0,229787,0,0,0,59574,0,157447,0,689362,2,165957,0,0,0,0,0,0,0,0,0,0,0,0,1,510638,1,391489,0,140426,0,12766,0,0,0,336170,0,0,0,0,0,0,,
PP11,3,I,20121009T114700000,0,941918,0,416317,0,1387,0,52941,0,471,0,267952,0,20749,0,2477,0,51639,0,535008,-7,729280,-5,784660,0,203980,0,59701,0,4975,0,278607,0,0,0,144279,0,59701,0,472637,0,437811,0,29851,0,383085,0,482587,0,223881,1,845771,0,0,0,0,0,0,0,0,0,0,0,44776,1,393035,0,393035,0,313433,0,24876,0,0,0,343284,0,64677,0,0,0,0,,
PP11,3,I,20121009T114800000,0,919645,0,480306,0,3287,0,19372,0,938,0,225897,0,3982,0,1019,0,16178,-8,689259,-8,365014,-6,469358,0,208531,0,23697,0,42654,0,260664,0,0,0,620853,0,33175,0,739336,0,232227,0,4739,0,0,0,52133,0,483412,2,791469,0,14218,0,0,0,0,0,0,0,0,0,0,2,99526,0,739336,0,56872,0,47393,0,0,0,284360,0,0,0,0,0,0,,
PP11,3,I,20121009T114900000,0,910545,0,525120,0,567,0,27805,0,253,0,129113,0,18054,0,10212,0,32355,-2,994872,-6,288673,-5,988971,0,228700,0,0,0,17937,0,560538,0,0,0,327354,0,31390,0,627803,0,251121,0,89686,0,26906,0,53812,0,748879,3,35874,0,0,0,0,0,80717,0,0,0,0,0,0,1,89686,1,986547,0,399103,0,739910,0,71749,0,452915,0,233184,0,0,0,0,,
PP11,3,I,20121009T115000000,0,899026,0,583356,0,12243,0,49210,0,622,0,130468,0,8982,0,9533,0,40861,-3,7304,-1,43226,-4,465591,0,352632,0,52632,0,136842,0,468421,0,0,0,431579,0,21053,0,610526,0,78947,0,194737,0,5263,0,194737,0,905263,1,842105,0,100000,0,0,0,84211,0,0,0,0,0,147368,0,978947,1,684211,0,115789,0,505263,0,0,0,957895,0,194737,0,0,0,52632,,
PP11,3,I,20121009T115100000,0,926870,0,530832,0,6615,0,94442,0,654,0,169212,0,11130,0,4189,0,87920,2,204291,0,572967,-2,779738,0,275168,0,40268,0,53691,0,241611,0,0,0,302013,0,20134,0,436242,0,308725,0,93960,0,87248,0,422819,0,375839,1,563758,0,0,0,0,0,13423,0,0,0,0,0,67114,1,140940,1,483221,0,87248,0,0,0,0,0,557047,0,40268,0,0,0,6711,,
PP11,3,I,20121009T115200000,0,936360,0,599943,0,7375,0,28811,0,584,0,122399,0,6300,0,2595,0,21694,0,425385,-2,594336,-3,355879,0,385870,0,59783,0,10870,0,271739,0,0,0,119565,0,103261,0,358696,0,342391,0,157609,0,70652,0,255435,0,309783,1,293478,0,5435,0,0,0,119565,0,0,0,0,0,38043,1,565217,1,755435,0,48913,0,0,0,0,0,657609,0,70652,0,0,0,10870,,
PP11,3,I,20121009T115300000,0,873919,0,812394,0,20672,0,70850,0,8952,0,32657,0,1175,0,4821,0,53467,3,336281,10,621074,-4,114474,0,150794,0,126984,0,103175,0,95238,0,182540,0,388889,0,47619,0,388889,0,0,0,349206,0,0,0,71429,1,95238,0,722222,0,0,0,0,0,285714,0,0,0,0,0,63492,0,325397,0,563492,0,31746,0,7937,0,15873,0,301587,0,0,0,0,0,39683,,
PP11,3,I,20121009T115400000,0,936629,0,373217,0,6525,0,18930,0,152,0,326265,0,13011,0,2434,0,12568,0,358697,-4,977297,-5,73977,0,453947,0,6579,0,46053,0,26316,0,546053,0,98684,0,131579,0,526316,0,348684,0,6579,1,625000,1,348684,0,598684,1,953947,0,0,0,0,0,72368,0,0,0,0,0,296053,1,500000,1,407895,0,210526,0,0,0,0,0,993421,0,46053,0,0,0,0,,
PP11,3,I,20121009T115500000,0,925929,0,546431,0,17638,0,43961,0,3514,0,198006,0,6305,0,2166,0,29267,0,590563,0,192255,-5,934269,0,263158,0,5263,0,0,0,10526,0,442105,0,200000,0,36842,0,563158,0,215789,0,68421,1,163158,0,631579,0,678947,1,910526,0,0,0,0,0,15789,0,0,0,0,0,342105,1,205263,1,589474,0,0,0,0,0,0,0,526316,0,5263,0,0,0,15789,,
PP11,3,I,20121009T115600000,0,881776,0,777814,0,50737,0,90767,0,3224,0,57392,0,1342,0,2560,0,40075,4,696666,15,843560,-2,545216,0,84615,0,123077,0,23077,0,46154,0,15385,0,276923,0,0,0,207692,0,92308,0,176923,0,223077,0,630769,0,646154,0,338462,0,0,0,0,0,207692,0,0,0,0,0,646154,0,315385,0,530769,0,176923,0,0,0,0,0,169231,0,0,0,0,0,38462,,
PP11,3,I,20121009T115700000,0,894939,0,854090,0,44175,0,42354,0,2883,0,87128,0,917,0,1521,0,1399,2,819124,9,516774,-3,690985,0,38095,0,104762,0,0,0,19048,0,114286,0,209524,0,19048,0,352381,0,161905,0,133333,0,123810,0,447619,0,657143,0,371429,0,0,0,0,0,57143,0,0,0,0,0,514286,0,533333,0,142857,0,0,0,0,0,0,0,95238,0,0,0,0,0,38095,,
PP11,3,I,20121009T115800000,0,913713,0,647429,0,15867,0,63783,0,14992,0,99617,0,7598,0,1949,0,61788,5,546441,2,981105,-4,316053,0,190083,0,41322,0,24793,0,8264,0,157025,0,471074,0,0,0,429752,0,223140,0,132231,0,123967,0,256198,1,66116,1,231405,0,0,0,0,0,0,0,0,0,0,0,247934,0,892562,0,107438,0,8264,0,0,0,0,0,280992,0,0,0,0,0,0,,
PP11,3,I,20121009T115900000,0,859902,0,803473,0,29666,0,73492,0,3582,0,162652,0,483,0,2154,0,44175,4,75507,19,89485,-2,559398,0,140000,0,100000,0,40000,0,0,0,60000,0,80000,0,0,0,280000,0,20000,0,340000,0,240000,0,760000,0,0,0,200000,0,20000,0,0,0,440000,0,0,0,0,0,860000,0,400000,0,200000,0,0,0,0,0,0,0,240000,0,80000,0,0,0,80000,,
PP11,3,I,20121009T120000000,0,920896,0,603858,0,8983,0,63296,0,5851,0,83582,0,3017,0,3352,0,58710,-1,511170,0,143959,-4,876230,0,202532,0,31646,0,0,0,0,0,512658,0,246835,0,18987,0,373418,0,316456,0,183544,0,126582,0,291139,0,518987,1,101266,0,0,0,88608,0,240506,0,0,0,0,0,151899,0,797468,1,550633,0,449367,0,107595,0,12658,0,487342,0,0,0,0,0,88608,,
PP11,3,I,20121009T120100000,0,906796,0,472640,0,3173,0,59579,0,901,0,221518,0,6296,0,7365,0,57308,-4,487214,-5,166825,-4,734052,0,353659,0,12195,0,36585,0,0,0,402439,0,195122,0,54878,0,634146,0,189024,0,128049,0,310976,0,262195,0,298780,2,323171,0,6098,0,0,0,42683,0,0,0,0,0,73171,1,682927,1,634146,0,170732,0,585366,0,0,0,676829,0,18293,0,24390,0,0,,
PP11,3,I,20121009T120200000,0,918476,0,505721,0,1683,0,62891,0,722,0,229026,0,16975,0,5142,0,62001,0,877870,-1,477168,-3,73625,0,655172,0,77586,0,0,0,17241,0,86207,0,362069,0,0,0,663793,0,129310,0,112069,0,172414,0,629310,0,379310,1,456897,0,0,0,0,0,0,0,0,0,0,0,8621,0,913793,1,456897,0,163793,0,0,0,0,1,370690,0,103448,0,0,0,25862,,
PP11,3,I,20121009T120300000,0,914038,0,583767,0,11967,0,96567,0,695,0,50397,0,1111,0,7091,0,85228,1,381975,1,898778,-4,375151,0,282258,0,161290,0,8065,0,8065,0,40323,0,500000,0,0,0,548387,0,169355,0,153226,0,580645,0,346774,1,96774,0,266129,0,0,0,0,0,104839,0,0,0,0,0,314516,1,798387,1,677419,0,48387,0,0,0,0,0,556452,0,24194,0,0,0,0,,
PP11,3,I,20121009T120400000,0,944316,0,648881,0,3537,0,41246,0,681,0,62045,0,1409,0,6754,0,37933,-3,44751,-7,385089,-4,386341,0,718750,0,68750,0,0,0,6250,0,31250,0,406250,0,0,0,431250,0,487500,0,43750,0,843750,0,456250,0,456250,0,475000,0,0,0,6250,0,0,0,0,0,0,0,125000,1,412500,3,75000,0,43750,0,0,0,0,1,593750,0,93750,0,0,0,0,,
PP11,3,I,20121009T120500000,0,877649,0,760068,0,12694,0,12408,0,1340,0,74382,0,1269,0,1610,0,100,-10,866420,-5,412482,-5,515102,0,198582,0,99291,0,0,0,56738,0,0,0,375887,0,35461,0,687943,0,191489,0,49645,0,156028,0,78014,0,99291,1,397163,0,0,0,7092,0,0,0,0,0,0,0,14184,0,354610,0,560284,0,134752,0,333333,0,0,0,482270,0,7092,0,0,0,0,,
PP11,3,I,20121009T120600000,0,915171,0,471783,0,13817,0,61813,0,370,0,124548,0,27422,0,3901,0,50096,0,225910,2,327305,-5,859734,0,350877,0,134503,0,0,0,157895,0,163743,0,5848,0,222222,0,549708,0,140351,0,175439,2,222222,0,128655,0,625731,1,415205,0,0,0,5848,0,321637,0,5848,0,0,0,526316,1,163743,0,672515,0,362573,0,0,0,0,0,801170,0,134503,0,0,0,0,,
PP11,3,I,20121009T120700000,0,897767,0,363431,0,5072,0,115888,0,3063,0,197223,0,21661,0,3019,0,111933,0,378172,-2,3906,-4,397521,0,195402,0,114943,0,22989,0,57471,0,264368,0,160920,0,241379,0,712644,0,149425,0,57471,2,229885,0,298851,0,586207,1,333333,0,0,0,0,0,57471,0,0,0,0,0,425287,1,206897,1,252874,0,0,0,57471,0,0,0,390805,0,0,0,0,0,91954,,
PP11,3,I,20121009T120800000,0,872417,0,501561,0,47900,0,24488,0,6723,0,124901,0,7257,0,5585,0,20991,0,272865,9,78187,-5,326462,0,575758,0,318182,0,136364,0,166667,0,0,0,75758,0,30303,0,500000,0,15152,0,303030,1,318182,0,60606,0,151515,1,439394,0,75758,0,0,0,681818,0,45455,0,75758,0,303030,0,757576,0,863636,0,257576,0,90909,0,0,1,166667,0,530303,0,0,0,287879,,
PP11,3,I,20121009T120900000,0,854586,0,769973,0,71713,0,58008,0,4596,0,3202,0,361,0,3744,0,13705,2,492797,24,839876,-1,218534,0,195122,0,463415,0,292683,0,0,0,0,0,292683,0,0,0,97561,0,24390,0,365854,0,0,0,195122,0,268293,0,0,0,0,0,24390,0,609756,0,0,0,0,0,853659,0,0,0,341463,0,0,0,0,0,0,0,609756,0,0,0,0,0,0,,
PP11,3,I,20121009T121000000,0,913110,0,581205,0,3900,0,106188,0,4978,0,79268,0,1298,0,4905,0,102368,-3,477754,-8,972550,-2,670265,0,313253,0,96386,0,60241,0,36145,0,96386,0,96386,0,156627,0,265060,0,518072,0,60241,1,168675,0,807229,0,204819,0,228916,0,0,0,216867,0,265060,0,0,0,0,0,12048,1,132530,1,72289,0,204819,0,0,0,0,0,698795,0,12048,0,0,0,204819,,
PP11,3,I,20121009T121100000,0,922629,0,685699,0,12467,0,63937,0,1279,0,64736,0,4149,0,1698,0,52225,0,474838,-1,307095,-4,116626,0,28369,0,120567,0,21277,0,49645,0,78014,0,198582,0,446809,0,397163,0,312057,0,127660,1,425532,0,7092,0,219858,0,539007,0,0,0,7092,0,63830,0,0,0,0,0,106383,0,765957,0,205674,0,460993,0,28369,0,0,0,28369,0,49645,0,0,0,56738,,
PP11,3,I,20121009T121200000,0,887111,0,544059,0,58288,0,174821,0,9365,0,19527,0,414,0,4110,0,118989,0,33138,6,491975,-2,414450,0,178571,0,35714,0,0,0,35714,0,0,0,71429,0,107143,0,392857,0,35714,0,392857,0,500000,0,357143,0,500000,0,35714,0,107143,0,357143,0,35714,0,0,0,35714,0,178571,1,142857,1,357143,0,0,0,0,0,0,0,321429,0,0,0,0,0,0,,
PP11,3,I,20121009T121300000,0,615203,0,419554,0,111357,0,10794,0,167,0,113900,0,1368,0,6631,0,100563,0,393636,14,983892,1,99950,0,400000,0,200000,0,400000,0,0,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,1,200000,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,200000,0,0,0,400000,0,0,0,0,0,0,1,800000,0,0,0,0,0,200000,,
PP11,3,I,20121009T121400000,0,867814,0,767642,0,5477,0,52717,0,86422,0,7925,0,66,0,1845,0,100614,3,303595,1,965671,-6,136703,0,0,0,290323,0,0,0,258065,0,0,0,548387,0,0,0,64516,0,161290,0,161290,0,129032,0,0,2,354839,0,32258,0,0,0,0,0,32258,0,0,0,32258,0,0,0,64516,0,0,0,161290,0,0,0,0,0,0,0,0,0,0,0,32258,,
PP11,3,I,20121009T121500000,0,825685,0,458412,0,52,0,101023,0,110,0,178093,0,25039,0,8840,0,100971,2,575057,-3,616875,-1,156327,0,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,0,100000,0,0,1,300000,1,500000,1,200000,0,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,3,700000,0,0,0,100000,0,0,2,400000,0,0,0,0,0,0,,
PP12,1,R,20121009T150500000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
PP12,1,R,20121009T150600000,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,999,0,,
